Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0.0000,#0,#0.0
00:00:29,28.997, 2.327401E-05 , 1.980762E-02 ,-4.445108E-02 , 20.93996 , 5.970135 , 3.075998E-03 , 16.86938 , 0.509431 , 41.63214 , 16.59805 , 16.29953 , 16.38767 , 15.9013 , 17.22667 , 16.00756 , 16.14332 , 15.99409 , 15.79946 , 28.997 , 290.0194 , 13.82125 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:30,29.995, 1.795423E-05 , 1.992916E-02 ,-0.0396206 , 20.93969 , 6.014484 , 3.053776E-03 , 16.86804 , 0.3950962 , 41.59544 , 16.58307 , 16.26426 , 16.38412 , 15.92247 , 17.19365 , 16.02209 , 16.16909 , 15.93833 , 15.76417 , 29.995 , 290.018 , 12.1718 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:31,30.994, 1.795423E-05 , 1.992916E-02 ,-7.637051E-02 , 20.94129 , 6.039219 , 3.535269E-03 , 16.8993 , 0.4012676 , 41.57948 , 16.62115 , 16.27267 , 16.35639 , 15.94011 , 17.26782 , 16.04876 , 16.2321 , 15.97405 , 15.83605 , 30.994 , 290.0493 , 12.26716 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:32,31.992, 3.68757E-06 , 2.002861E-02 ,-0.0122426 , 20.941 , 6.01582 , 0.0029797 , 16.91912 , 0.3738819 , 41.56134 , 16.6207 , 16.28365 , 16.34469 , 15.89446 , 17.24913 , 16.02341 , 16.20453 , 15.98042 , 15.80848 , 31.992 , 290.0691 , 11.84156 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:33,32.991, 2.085593E-05 , 1.981235E-02 ,-0.1198828 , 20.94151 , 6.001139 , 4.801965E-03 , 16.94295 , 0.3665794 , 41.58252 , 16.59937 , 16.337 , 16.34364 , 15.88879 , 17.23463 , 16.03379 , 16.20348 , 15.95004 , 15.79599 , 32.991 , 290.093 , 11.72583 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:34,33.989,-2.266948E-05 , 1.974132E-02 ,-6.089084E-02 , 20.94145 , 5.989456 , 5.439017E-03 , 16.88865 , 0.4085079 , 41.62664 , 16.5834 , 16.26884 , 16.3142 , 15.85473 , 17.29107 , 16.06079 , 16.158 , 15.96118 , 15.81635 , 33.989 , 290.0386 , 12.37711 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:35,35.003,-4.104688E-05 , 1.965924E-02 ,-8.980656E-02 , 20.94141 , 6.046751 , 4.964931E-03 , 16.90674 , 0.3616981 , 41.59363 , 16.49973 , 16.26665 , 16.23272 , 15.87745 , 17.25499 , 16.08572 , 16.18292 , 15.91601 , 15.77782 , 35.003 , 290.0567 , 11.64677 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:36,36.001,-2.025141E-05 , 1.985181E-02 ,-0.1004274 , 20.94136 , 5.984537 , 1.720411E-03 , 16.87937 , 0.3451166 , 41.54226 , 16.47898 , 16.15553 , 16.22119 , 15.80706 , 17.19134 , 16.04006 , 16.08987 , 15.84101 , 15.7458 , 36.001 , 290.0294 , 11.37614 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:37,37,-1.952598E-05 , 2.012963E-02 ,-2.374274E-02 , 20.94183 , 6.000227 , 3.62416E-03 , 16.88584 , 0.3247061 , 41.57514 , 16.53966 , 16.2343 , 16.19816 , 15.79306 , 17.22931 , 16.07365 , 16.08048 , 15.82922 , 15.7818 , 37 , 290.0358 , 11.03474 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:38,37.998,-2.532937E-05 , 2.010911E-02 ,-0.101163 , 20.94171 , 6.008071 , 3.446377E-03 , 16.86852 , 0.3562147 , 41.5385 , 16.60862 , 16.2013 , 16.14708 , 15.78033 , 17.28679 , 16.14246 , 16.06555 , 15.87775 , 15.81428 , 37.998 , 290.0185 , 11.55739 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:39,38.997,-5.821524E-05 , 1.976026E-02 ,-0.0349512 , 20.9449 , 5.975083 , 2.898217E-03 , 16.86081 , 0.33364 , 41.59071 , 16.59169 , 16.21166 , 16.14157 , 15.75675 , 17.25643 , 16.10542 , 16.01928 , 15.9311 , 15.82926 , 38.997 , 290.0108 , 11.18503 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:40,39.995,-4.15305E-05 , 1.961662E-02 ,-2.942727E-02 , 20.94677 , 5.987684 , 3.987131E-03 , 16.84396 , 0.364862 , 41.60489 , 16.62903 , 16.18336 , 16.13356 , 15.81903 , 17.28472 , 16.16528 , 16.00241 , 15.94356 , 15.87346 , 39.995 , 289.994 , 11.69633 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:41,40.993,-9.206834E-05 , 1.940352E-02 ,-7.027563E-02 , 20.94659 , 6.007175 , 3.172297E-03 , 16.82009 , 0.3394197 , 41.5927 , 16.62341 , 16.17552 , 16.10764 , 15.82705 , 17.29715 , 16.16408 , 15.98313 , 15.96284 , 15.87668 , 40.993 , 289.9701 , 11.2807 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:42,41.992,-2.00096E-05 , 1.981551E-02 ,-2.712844E-02 , 20.94722 , 6.02027 , 4.97234E-03 , 16.84224 , 0.3346997 , 41.57667 , 16.67708 , 16.23143 , 16.0979 , 15.86251 , 17.27397 , 16.18625 , 16.02781 , 16.00733 , 15.9079 , 41.992 , 289.9922 , 11.20242 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:43,42.99,-5.017512E-06 , 1.958347E-02 ,-0.1077237 , 20.94756 , 6.000652 , 5.439017E-03 , 16.82046 , 0.3186794 , 41.5909 , 16.68701 , 16.24819 , 16.02427 , 15.82503 , 17.28168 , 16.16224 , 15.97206 , 15.96543 , 15.89754 , 42.99 , 289.9705 , 10.93062 , 0 , 68.00284 , 0 , 0 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:44,43.989, 3.512259E-05 , 1.998283E-02 ,-7.891217E-02 , 20.94831 , 6.011719 , 4.57233E-03 , 16.84743 , 0.3108726 , 41.64639 , 16.71841 , 16.32718 , 16.04886 , 15.85424 , 17.2904 , 16.24345 , 16.0081 , 16.00127 , 15.93781 , 43.989 , 289.9974 , 10.79641 , 0 , 68.00284 , 3.273056 , 3.273056 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:45,45.003,-7.919206E-06 , 0.020147 ,-6.745087E-02 , 20.94878 , 6.023335 , 3.172297E-03 , 16.82038 , 0.3410203 , 41.65763 , 16.70058 , 16.36576 , 16.02641 , 15.84986 , 17.26115 , 16.20514 , 16.02641 , 16.03084 , 15.88824 , 45.003 , 289.9704 , 11.30727 , 0 , 68.00284 , 4.450547 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:46,46.001,-1.632201E-06 , 1.987707E-02 ,-0.1048118 , 20.94733 , 6.04188 , 4.261212E-03 , 16.86138 , 0.3555322 , 41.64019 , 16.746 , 16.4136 , 15.99716 , 15.88407 , 17.32258 , 16.18954 , 16.00398 , 16.06283 , 15.93148 , 46.001 , 290.0114 , 11.54617 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:47,46.999,-3.475988E-05 , 1.973816E-02 ,-3.398706E-02 , 20.94767 , 6.070922 , 3.061184E-03 , 16.81322 , 0.2983389 , 41.63472 , 16.74078 , 16.42184 , 15.97607 , 15.86741 , 17.29913 , 16.16385 , 16.01684 , 16.02145 , 15.92405 , 46.999 , 289.9632 , 10.5759 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:48,47.998,-3.790338E-05 , 1.977762E-02 ,-8.968645E-02 , 20.94777 , 6.015875 , 4.898264E-03 , 16.81523 , 0.3111814 , 41.64337 , 16.79255 , 16.46017 , 15.98048 , 15.92163 , 17.34185 , 16.16604 , 16.00981 , 16.01663 , 15.95336 , 47.998 , 289.9652 , 10.80117 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:49,48.996, 3.681525E-05 , 1.964503E-02 ,-9.695065E-02 , 20.94868 , 6.028788 , 6.542746E-03 , 16.8619 , 0.3291475 , 41.67157 , 16.8055 , 16.543 , 16.02036 , 15.99768 , 17.35478 , 16.20371 , 16.0318 , 16.01594 , 15.97738 , 48.996 , 290.0119 , 11.10949 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:50,49.995, 3.681525E-05 , 1.968449E-02 ,-4.523865E-02 , 20.9484 , 6.045102 , 5.172343E-03 , 16.82825 , 0.3370698 , 41.66516 , 16.84871 , 16.58862 , 15.99573 , 16.0365 , 17.33018 , 16.22205 , 16.02986 , 16.07284 , 15.96419 , 49.995 , 289.9782 , 11.24174 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:51,50.993, 2.230677E-05 , 1.956926E-02 ,-0.1166772 , 20.94835 , 6.008801 , 3.461193E-03 , 16.83091 , 0.3174846 , 41.68292 , 16.83994 , 16.59791 , 15.94415 , 16.03454 , 17.27628 , 16.1229 , 16.04819 , 16.04598 , 15.96906 , 50.993 , 289.9809 , 10.91031 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:52,51.991,-2.242768E-05 , 1.987707E-02 ,-4.173332E-02 , 20.94847 , 6.001912 , 3.172297E-03 , 16.80604 , 0.3267254 , 41.61433 , 16.83755 , 16.62281 , 15.90561 , 15.99379 , 17.26045 , 16.13195 , 16.06628 , 16.03456 , 15.9735 , 51.991 , 289.9561 , 11.06748 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:53,52.99,-2.847287E-05 , 1.989601E-02 ,-4.381483E-02 , 20.94824 , 5.974604 , 3.535269E-03 , 16.78127 , 0.320402 , 41.57472 , 16.85149 , 16.58901 , 15.91033 , 15.95553 , 17.2403 , 16.13667 , 16.01659 , 16.00755 , 16.01899 , 52.99 , 289.9313 , 10.95938 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:54,53.988,-6.951974E-06 , 0.0198234 ,-7.941807E-02 , 20.94856 , 5.982267 , 2.920439E-03 , 16.82036 , 0.2974475 , 41.57979 , 16.83621 , 16.58976 , 15.92916 , 15.9834 , 17.19573 , 16.12138 , 16.03782 , 15.94503 , 16.0083 , 53.988 , 289.9704 , 10.56022 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:55,55.002,-1.589887E-05 , 1.978394E-02 ,-3.154762E-02 , 20.94851 , 6.030596 , 3.268596E-03 , 16.85908 , 0.2999675 , 41.59984 , 16.8388 , 16.65097 , 15.91792 , 15.99042 , 17.15981 , 16.19867 , 16.05148 , 15.97456 , 15.98821 , 55.002 , 290.0091 , 10.60557 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:56,56.001,-2.436214E-05 , 1.994179E-02 ,-0.113572 , 20.94839 , 6.003388 , 5.113084E-03 , 16.81634 , 0.3626167 , 41.58018 , 16.83441 , 16.65137 , 15.91832 , 15.98842 , 17.16905 , 16.25089 , 16.00871 , 15.97034 , 16.00429 , 56.001 , 289.9663 , 11.65974 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:57,56.999,-2.750564E-05 , 1.972869E-02 ,-0.0802042 , 20.94826 , 6.043849 , 3.89824E-03 , 16.8202 , 0.3144682 , 41.59281 , 16.7955 , 16.61891 , 15.86554 , 15.97199 , 17.16166 , 16.18005 , 16.01036 , 15.929 , 16.00593 , 56.999 , 289.9702 , 10.85816 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:58,57.997,-7.677399E-06 , 1.993548E-02 ,-8.734401E-02 , 20.94831 , 6.019516 , 4.987154E-03 , 16.84149 , 0.3161396 , 41.5893 , 16.79394 , 16.64924 , 15.84608 , 15.97043 , 17.14666 , 16.19233 , 16.05196 , 15.90937 , 16.01341 , 57.997 , 289.9915 , 10.88737 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:59,58.996, 1.335988E-05 , 0.019956 ,-9.904645E-02 , 20.94837 , 6.010611 , 3.89824E-03 , 16.7739 , 0.4214483 , 41.58302 , 16.82145 , 16.65869 , 15.83045 , 15.9572 , 17.19221 , 16.10882 , 16.03652 , 15.96623 , 15.9845 , 58.996 , 289.9239 , 12.56913 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:00:60,59.994, 2.520847E-05 , 1.985971E-02 ,-3.684255E-02 , 20.94773 , 6.061893 , 4.35751E-03 , 16.7702 , 0.4074392 , 41.61263 , 16.86291 , 16.67527 , 15.81992 , 15.94445 , 17.1817 , 16.05993 , 16.06436 , 15.96032 , 16.02138 , 59.994 , 289.9202 , 12.35838 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:01,60.993, 1.239265E-05 , 1.961977E-02 ,-9.783973E-02 , 20.9468 , 5.995528 , 3.150075E-03 , 16.78148 , 0.3802132 , 41.60128 , 16.80858 , 16.68877 , 15.81313 , 15.86756 , 17.18837 , 16.00113 , 16.02824 , 15.86295 , 16.01921 , 60.993 , 289.9315 , 11.93857 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:02,61.991, 1.843785E-05 , 1.975552E-02 ,-6.030058E-02 , 20.94663 , 6.011665 , 3.261188E-03 , 16.8201 , 0.3783481 , 41.62792 , 16.87429 , 16.73421 , 15.77946 , 15.86304 , 17.17723 , 16.01026 , 16.00122 , 15.91286 , 16.08036 , 61.991 , 289.9701 , 11.91004 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:03,62.989, 2.569208E-05 , 2.021172E-02 ,-1.817592E-02 , 20.94714 , 6.058148 , 4.105653E-03 , 16.83893 , 0.4019901 , 41.6776 , 16.94066 , 16.74383 , 15.81861 , 15.90901 , 17.20729 , 15.96565 , 16.08777 , 15.91805 , 16.10142 , 62.989 , 289.9889 , 12.27692 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:04,63.972, 8.17915E-05 , 2.003492E-02 ,-8.482952E-02 , 20.94786 , 5.985334 , 2.809325E-03 , 16.76256 , 0.409097 , 41.6362 , 16.86873 , 16.72183 , 15.75563 , 15.80323 , 17.16264 , 15.92316 , 15.98201 , 15.89825 , 16.0794 , 63.972 , 289.9126 , 12.38334 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:05,64.986, 1.311808E-05 , 1.985655E-02 ,-5.545032E-02 , 20.94739 , 6.036031 , 2.075975E-03 , 16.76731 , 0.3811454 , 41.64735 , 16.88251 , 16.7334 , 15.79655 , 15.80578 , 17.1696 , 15.86002 , 16.00705 , 15.86906 , 16.03196 , 64.986 , 289.9173 , 11.9529 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:06,66,-3.500169E-05 , 2.006649E-02 ,-0.1058002 , 20.94768 , 6.004278 , 1.609298E-03 , 16.76764 , 0.3817464 , 41.67204 , 16.8738 , 16.69741 , 15.75167 , 15.7788 , 17.12921 , 15.86496 , 15.99391 , 15.89208 , 16.01421 , 66 , 289.9176 , 11.96233 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:07,66.999, 2.133954E-05 , 1.967976E-02 ,-8.951393E-02 , 20.94731 , 6.041352 , 4.083429E-03 , 16.81994 , 0.3749114 , 41.67019 , 16.92849 , 16.70695 , 15.75218 , 15.82912 , 17.13653 , 15.85845 , 16.02135 , 15.8924 , 16.10971 , 66.999 , 289.9699 , 11.85583 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:08,67.997,-1.390394E-06 , 1.970501E-02 ,-3.418222E-02 , 20.94793 , 5.989169 , 3.905648E-03 , 16.79566 , 0.3537684 , 41.70184 , 16.94937 , 16.69612 , 15.71643 , 15.83415 , 17.13695 , 15.85684 , 16.0559 , 15.85906 , 16.10349 , 67.997 , 289.9456 , 11.51619 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:09,68.995, 2.811016E-05 , 2.015015E-02 ,-0.1139704 , 20.94812 , 5.97384 , 4.17232E-03 , 16.7807 , 0.3359181 , 41.63843 , 16.90953 , 16.6948 , 15.76474 , 15.84851 , 17.16272 , 15.86438 , 16.01381 , 15.8915 , 16.12006 , 68.995 , 289.9307 , 11.2216 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:10,69.994,-1.420621E-05 , 1.985339E-02 ,-7.285923E-02 , 20.94825 , 6.015528 , 4.068614E-03 , 16.74244 , 0.3819775 , 41.69846 , 16.91219 , 16.75608 , 15.71759 , 15.79675 , 17.14493 , 15.86022 , 15.97792 , 15.90321 , 16.09561 , 69.994 , 289.8925 , 11.96543 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:11,70.992, 1.239265E-05 , 1.958189E-02 ,-5.599745E-02 , 20.94917 , 6.018187 , 3.261188E-03 , 16.76553 , 0.3865438 , 41.6568 , 16.89897 , 16.71356 , 15.72484 , 15.80399 , 17.15438 , 15.93978 , 15.95786 , 15.84034 , 16.07555 , 70.992 , 289.9155 , 12.03722 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:12,71.991, 1.916327E-05 , 1.989601E-02 ,-0.1313855 , 20.95011 , 6.033535 , 3.535269E-03 , 16.75582 , 0.4226283 , 41.69584 , 16.8981 , 16.76485 , 15.72175 , 15.83725 , 17.18077 , 16.02285 , 15.95717 , 15.84168 , 16.05218 , 71.991 , 289.9058 , 12.58632 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:13,72.989,-2.581299E-05 , 1.971922E-02 ,-0.0334049 , 20.95044 , 6.004125 , 3.979723E-03 , 16.74482 , 0.3811816 , 41.70042 , 16.86223 , 16.71754 , 15.69948 , 15.84193 , 17.111 , 16.06607 , 15.98454 , 15.81942 , 16.04117 , 72.989 , 289.8948 , 11.95301 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:14,74.003,-1.976779E-05 , 2.008701E-02 ,-5.084026E-02 , 20.95071 , 6.049473 , 3.62416E-03 , 16.74889 , 0.3771883 , 41.72896 , 16.82575 , 16.72622 , 15.74434 , 15.86889 , 17.16483 , 16.13581 , 15.99101 , 15.88918 , 16.08841 , 74.003 , 289.8989 , 11.89032 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:15,75.001,-5.362089E-05 , 1.969396E-02 ,-7.965136E-02 , 20.95055 , 6.044073 , 5.039008E-03 , 16.79332 , 0.3970619 , 41.72824 , 16.73231 , 16.73231 , 15.75487 , 15.84307 , 17.15507 , 16.16902 , 15.98567 , 15.91336 , 16.23247 , 75.001 , 289.9433 , 12.20047 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:16,76,-7.078925E-05 , 1.989128E-02 ,-3.188815E-02 , 20.95119 , 6.040873 , 3.994539E-03 , 16.72675 , 0.3603525 , 41.7006 , 16.69284 , 16.74943 , 15.68823 , 15.84673 , 17.14951 , 16.08876 , 15.99597 , 15.92366 , 16.23594 , 76 , 289.8767 , 11.62148 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:17,76.998,-4.533897E-06 , 1.979972E-02 ,-0.1416027 , 20.95276 , 6.030067 , 3.446377E-03 , 16.79073 , 0.3462449 , 41.69682 , 16.72972 , 16.77709 , 15.73179 , 15.86316 , 17.17274 , 16.11441 , 15.98529 , 15.90615 , 16.25919 , 76.998 , 289.9407 , 11.39298 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:18,77.997, 2.61757E-05 , 1.980762E-02 ,-0.0730065 , 20.9525 , 6.027997 , 3.438971E-03 , 16.77062 , 0.3316557 , 41.71486 , 16.74574 , 16.75477 , 15.76166 , 15.86794 , 17.22726 , 16.15534 , 15.94948 , 15.94044 , 16.32059 , 77.997 , 289.9206 , 11.14999 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:19,78.995, 1.142542E-05 , 1.982656E-02 ,-6.140961E-02 , 20.95232 , 6.035965 , 4.438994E-03 , 16.76725 , 0.3751823 , 41.74694 , 16.76504 , 16.77186 , 15.78302 , 15.85995 , 17.20583 , 16.19937 , 15.93024 , 15.98227 , 16.34653 , 78.995 , 289.9172 , 11.85903 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:20,79.993, 2.569208E-05 , 0.0200365 ,-0.1268362 , 20.95291 , 6.039341 , 5.453832E-03 , 16.81593 , 0.3495953 , 41.78397 , 16.74146 , 16.77538 , 15.82953 , 15.89964 , 17.23422 , 16.18703 , 15.90647 , 16.01734 , 16.40667 , 79.993 , 289.9659 , 11.44847 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:21,80.992, 6.704123E-05 , 2.001756E-02 ,-6.614067E-03 , 20.95301 , 5.980424 , 2.083383E-03 , 16.70352 , 0.3270617 , 41.65383 , 16.64933 , 16.7238 , 15.72144 , 15.86185 , 17.18285 , 16.1356 , 15.86406 , 15.92513 , 16.31892 , 80.992 , 289.8535 , 11.07121 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:22,81.99,-1.928417E-05 , 1.985813E-02 ,-6.398058E-02 , 20.95189 , 5.933709 , 1.852641E-06 , 16.66621 , 0.3639181 , 41.70142 , 16.60077 , 16.63229 , 15.71361 , 15.8472 , 17.16822 , 16.13018 , 15.79055 , 15.8924 , 16.24324 , 81.99 , 289.8162 , 11.67762 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:23,82.989,-1.178813E-05 , 1.955979E-02 ,-6.168103E-02 , 20.95319 , 6.031215 , 4.076022E-03 , 16.79426 , 0.3451161 , 41.70931 , 16.65859 , 16.70615 , 15.78514 , 15.97074 , 17.24407 , 16.28762 , 15.89382 , 15.98882 , 16.40066 , 82.989 , 289.9442 , 11.37446 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:24,84.003, 2.786835E-05 , 1.989601E-02 ,-3.293403E-02 , 20.95339 , 6.075846 , 4.801965E-03 , 16.74565 , 0.38627 , 41.7126 , 16.71394 , 16.75689 , 15.82708 , 15.95382 , 17.27451 , 16.28417 , 15.81803 , 16.05325 , 16.4221 , 84.003 , 289.8957 , 12.03254 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:25,85.001,-2.31531E-05 , 1.965924E-02 ,-0.1089286 , 20.9535 , 6.038599 , 5.053823E-03 , 16.79934 , 0.3813792 , 41.70761 , 16.6976 , 16.75418 , 15.81514 , 16.00978 , 17.3035 , 16.25878 , 15.81736 , 16.03689 , 16.37864 , 85.001 , 289.9493 , 11.95723 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:26,85.999,-2.91983E-05 , 1.991022E-02 ,-7.310515E-02 , 20.95343 , 5.968201 , 1.987084E-03 , 16.68462 , 0.3885531 , 41.67937 , 16.63245 , 16.70932 , 15.7433 , 15.96045 , 17.21131 , 16.10765 , 15.79533 , 15.96506 , 16.31588 , 85.999 , 289.8346 , 12.06678 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:27,86.998, 5.440684E-07 , 1.983445E-02 ,-2.206847E-02 , 20.9533 , 5.97969 , 2.157459E-03 , 16.70943 , 0.4110686 , 41.64608 , 16.57375 , 16.73432 , 15.72514 , 16.01037 , 17.19318 , 16.09633 , 15.7864 , 16.00354 , 16.27965 , 86.998 , 289.8594 , 12.412 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:28,87.996,-1.130452E-05 , 1.983445E-02 ,-0.1064727 , 20.95335 , 5.981483 , 3.71305E-03 , 16.82198 , 0.4579897 , 41.72761 , 16.6524 , 16.75636 , 15.76548 , 16.10935 , 17.2154 , 16.15011 , 15.84242 , 16.01435 , 16.28364 , 87.996 , 289.972 , 13.10379 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
00:01:29,88.995, 8.040111E-06 , 2.027012E-02 ,-5.776774E-02 , 20.95276 , 6.024941 , 4.290842E-03 , 16.72244 , 0.5382342 , 41.79855 , 16.60262 , 16.76557 , 15.84019 , 16.15011 , 17.20858 , 16.12521 , 15.79481 , 16.00531 , 16.24527 , 88.995 , 289.8724 , 14.203 , 0 , 68.00284 , 0 , 4.450547 , 0.2095 , 0.2095 , 0 , 7.644588E-03 
